sport,country,league,season,team,overall_rank,home_rank,home_mp,home_w,home_wo,home_lo,home_d,home_l,home_gf,home_ga,home_pts,away_rank,away_mp,away_w,away_wo,away_lo,away_d,away_l,away_gf,away_ga,away_pts,scraped_date
football,World,Slovakia Cup,2020,Slovakia U18,3,3,0,0,,,0,0,0,0,0,3,0,0,,,0,0,0,0,0,2020-12-15
football,World,Slovakia Cup,2020,England U18,4,4,0,0,,,0,0,0,0,0,4,0,0,,,0,0,0,0,0,2020-12-15
football,World,Viareggio Cup,2019,China U19,3,3,3,0,,,2,1,2,4,2,3,3,0,,,2,1,2,4,2,2020-12-15
football,World,Viareggio Cup,2019,Salernitana U19,4,4,3,0,,,1,2,1,5,1,4,3,0,,,1,2,1,5,1,2020-12-15
football,World,Slovakia Cup,2020,Japan U18,1,1,0,0,,,0,0,0,0,0,1,0,0,,,0,0,0,0,0,2020-12-15
football,World,Slovakia Cup,2020,Czech Republic U18,2,2,0,0,,,0,0,0,0,0,2,0,0,,,0,0,0,0,0,2020-12-15
football,World,Slovakia Cup,2020,Ukraine U18,3,3,0,0,,,0,0,0,0,0,3,0,0,,,0,0,0,0,0,2020-12-15
football,World,Slovakia Cup,2020,Spain U18,4,4,0,0,,,0,0,0,0,0,4,0,0,,,0,0,0,0,0,2020-12-15
football,World,Pan American Games,2019,Mexico U23,1,1,3,2,,,1,0,4,1,7,1,3,2,,,1,0,4,1,7,2020-12-15
football,World,Pan American Games,2019,Argentina U23,2,2,3,2,,,0,1,7,5,6,2,3,2,,,0,1,7,5,6,2020-12-15
football,World,Pan American Games,2019,Panama U23,3,3,3,0,,,2,1,2,4,2,3,3,0,,,2,1,2,4,2,2020-12-15
football,World,Pan American Games,2019,Ecuador U23,4,4,3,0,,,1,2,3,6,1,4,3,0,,,1,2,3,6,1,2020-12-15
football,World,Pan American Games,2019,Uruguay U23,1,1,3,3,,,0,0,7,0,9,1,3,3,,,0,0,7,0,9,2020-12-15
football,World,Pan American Games,2019,Honduras U23,2,2,3,1,,,1,1,5,6,4,2,3,1,,,1,1,5,6,4,2020-12-15
football,World,Pan American Games,2019,Jamaica U23,3,3,3,1,,,0,2,3,5,3,3,3,1,,,0,2,3,5,3,2020-12-15
football,World,Pan American Games,2019,Peru U23,4,4,3,0,,,1,2,2,6,1,4,3,0,,,1,2,2,6,1,2020-12-15
football,World,Nordic Tournament U17,2018,Iceland U17,1,1,3,3,,,0,0,7,2,9,1,3,3,,,0,0,7,2,9,2020-12-15
football,World,Nordic Tournament U17,2018,Norway U17,2,2,3,2,,,0,1,4,2,6,2,3,2,,,0,1,4,2,6,2020-12-15
football,World,Nordic Tournament U17,2018,Faroe Islands U17,3,3,3,0,,,1,2,2,5,1,3,3,0,,,1,2,2,5,1,2020-12-15
football,World,Visit Tucson Sun Cup,2020,Columbus Crew,1,1,3,2,,,1,0,6,2,7,1,3,2,,,1,0,6,2,7,2020-12-15
football,World,Nordic Tournament U17,2018,China U17,4,4,3,0,,,1,2,1,5,1,4,3,0,,,1,2,1,5,1,2020-12-15
football,World,Visit Tucson Sun Cup,2020,Phoenix Rising,2,2,3,2,,,0,1,5,4,6,2,3,2,,,0,1,5,4,6,2020-12-15
football,World,Nordic Tournament U17,2018,Finland U17,1,1,3,2,,,1,0,7,2,7,1,3,2,,,1,0,7,2,7,2020-12-15
football,World,Visit Tucson Sun Cup,2020,New York Red Bulls,3,3,3,1,,,2,0,4,3,5,3,3,1,,,2,0,4,3,5,2020-12-15
football,World,Visit Tucson Sun Cup,2020,Houston Dynamo,4,4,3,1,,,1,1,6,5,4,4,3,1,,,1,1,6,5,4,2020-12-15
football,World,Nordic Tournament U17,2018,Denmark U17,2,2,3,2,,,1,0,3,1,7,2,3,2,,,1,0,3,1,7,2020-12-15
football,World,Nordic Tournament U17,2018,Sweden U17,3,3,3,1,,,0,2,4,6,3,3,3,1,,,0,2,4,6,3,2020-12-15
football,World,Visit Tucson Sun Cup,2020,Sporting Kansas City,5,5,3,0,,,1,2,2,4,1,5,3,0,,,1,2,2,4,1,2020-12-15
football,World,Visit Tucson Sun Cup,2020,Real Salt Lake,6,6,3,0,,,1,2,2,7,1,6,3,0,,,1,2,2,7,1,2020-12-15
football,World,Nordic Tournament U17,2018,Northern Ireland U17,4,4,3,0,,,0,3,1,6,0,4,3,0,,,0,3,1,6,0,2020-12-15
football,World,Islamic Solidarity Games,2017,Cameroon U23,1,1,3,1,,,2,0,4,1,5,1,3,1,,,2,0,4,1,5,2020-12-15
football,World,Islamic Solidarity Games,2017,Azerbaijan U23,2,2,3,1,,,2,0,2,0,5,2,3,1,,,2,0,2,0,5,2020-12-15
football,World,Islamic Solidarity Games,2017,Morocco U23,3,3,3,1,,,2,0,2,1,5,3,3,1,,,2,0,2,1,5,2020-12-15
football,World,Islamic Solidarity Games,2017,Saudi Arabia U23,4,4,3,0,,,0,3,0,6,0,4,3,0,,,0,3,0,6,0,2020-12-15
football,World,Islamic Solidarity Games,2017,Algeria U23,1,1,3,2,,,1,0,4,2,7,1,3,2,,,1,0,4,2,7,2020-12-15
football,World,Islamic Solidarity Games,2017,Oman U23,2,2,3,1,,,2,0,6,5,5,2,3,1,,,2,0,6,5,5,2020-12-15
football,World,Islamic Solidarity Games,2017,Turkey U23,3,3,3,1,,,0,2,7,8,3,3,3,1,,,0,2,7,8,3,2020-12-15
football,World,Islamic Solidarity Games,2017,Palestine U23,4,4,3,0,,,1,2,5,7,1,4,3,0,,,1,2,5,7,1,2020-12-15
football,World,International Champions Cup,2019,Arsenal,4,1,2,2,0,0,,0,5,1,6,6,1,0,1,0,0,1,2,2,1,2020-12-15
football,World,International Champions Cup,2019,Bayern Munich,5,2,2,2,0,0,,0,4,1,6,8,1,0,0,1,0,0,1,2,0,2020-12-15
football,World,International Champions Cup,2019,Manchester Utd,3,3,2,1,1,0,,0,3,2,5,4,1,1,0,0,0,0,2,1,3,2020-12-15
football,World,International Champions Cup,2019,Benfica,1,4,1,1,0,0,,0,3,0,3,1,2,2,0,0,0,0,3,1,6,2020-12-15
football,World,International Champions Cup,2019,Atl. Madrid,2,5,1,1,0,0,,0,2,1,3,2,2,1,0,0,1,0,7,3,5,2020-12-15
football,World,International Champions Cup,2019,Fiorentina,8,6,2,1,0,0,,1,3,3,3,11,1,0,0,1,0,0,0,3,0,2020-12-15
football,World,International Champions Cup,2019,Juventus,9,7,2,0,1,0,,1,3,4,2,9,1,0,0,1,0,0,1,2,0,2020-12-15
football,World,International Champions Cup,2019,Real Madrid,10,8,2,0,1,0,,1,5,9,2,10,1,0,0,1,0,0,1,3,0,2020-12-15
football,World,International Champions Cup,2019,Guadalajara Chivas,12,9,1,0,0,1,,0,0,0,1,12,2,0,0,2,0,0,1,5,0,2020-12-15
football,World,International Champions Cup,2019,Tottenham,6,10,2,0,0,1,,1,2,3,1,3,1,1,0,0,0,0,3,2,3,2020-12-15
football,World,International Champions Cup,2019,Inter,7,11,0,0,0,0,,0,0,0,0,5,3,0,1,1,1,1,2,3,3,2020-12-15
football,World,International Champions Cup,2019,AC Milan,11,12,1,0,0,0,,1,0,1,0,7,2,0,1,1,0,1,2,3,1,2020-12-15
football,World,CEE Cup,2019,Sparta Prague U19,1,1,3,2,,,0,1,5,3,6,1,3,2,,,0,1,5,3,6,2020-12-15
football,World,CEE Cup,2019,D. Zagreb U19,2,2,3,1,,,1,1,3,3,4,2,3,1,,,1,1,3,3,4,2020-12-15
football,World,CEE Cup,2019,Shakhtar Donetsk U19,3,3,3,1,,,1,1,3,3,4,3,3,1,,,1,1,3,3,4,2020-12-15
football,World,CEE Cup,2019,Besiktas U19,4,4,3,1,,,0,2,3,5,3,4,3,1,,,0,2,3,5,3,2020-12-15
football,World,CEE Cup,2019,Palmeiras U19,1,1,3,3,,,0,0,12,4,9,1,3,3,,,0,0,12,4,9,2020-12-15
football,World,CEE Cup,2019,Slavia Prague U19,2,2,3,2,,,0,1,4,5,6,2,3,2,,,0,1,4,5,6,2020-12-15
football,World,CEE Cup,2019,Altinordu U19,3,3,3,0,,,1,2,3,6,1,3,3,0,,,1,2,3,6,1,2020-12-15
football,World,CEE Cup,2019,Burnley U19,4,4,3,0,,,1,2,1,5,1,4,3,0,,,1,2,1,5,1,2020-12-15
football,World,Arab Cup of Nations,2012,Saudi Arabia,1,1,2,1,,,1,0,6,2,4,2,0,0,,,0,0,0,0,0,2020-12-15
football,World,Arab Cup of Nations,2012,Kuwait,2,2,1,1,,,0,0,2,0,3,3,1,0,,,0,1,0,4,0,2020-12-15
football,World,Arab Cup of Nations,2012,Palestine,3,3,0,0,,,0,0,0,0,0,1,2,0,,,1,1,2,4,1,2020-12-15
football,World,Arab Cup of Nations,2012,Libya,1,1,3,2,,,1,0,5,2,7,3,0,0,,,0,0,0,0,0,2020-12-15
football,World,Arab Cup of Nations,2012,Morocco,1,2,1,1,,,0,0,4,0,3,1,2,1,,,1,0,4,0,4,2020-12-15
football,World,Arab Cup of Nations,2012,Bahrain,4,3,1,0,,,0,1,0,2,0,4,2,0,,,0,2,1,6,0,2020-12-15
football,World,Arab Cup of Nations,2012,Yemen,3,4,1,0,,,0,1,0,4,0,2,2,1,,,0,1,3,3,3,2020-12-15
football,World,Arab Cup of Nations,2012,Iraq,1,1,2,2,,,0,0,3,1,6,2,1,0,,,1,0,1,1,1,2020-12-15
football,World,Arab Cup of Nations,2012,Egypt,3,2,2,0,,,2,0,2,2,2,4,1,0,,,0,1,1,2,0,2020-12-15
football,World,Arab Cup of Nations,2012,Sudan,3,3,1,0,,,1,0,1,1,1,1,2,1,,,1,0,3,1,4,2020-12-15
football,World,Arab Cup of Nations,2012,Lebanon,4,4,1,0,,,0,1,0,2,0,3,2,0,,,1,1,1,2,1,2020-12-15
football,World,World Cup U17,2019,Brazil U17,1,1,3,3,,,0,0,9,1,9,1,3,3,,,0,0,9,1,9,2020-12-15
football,World,World Cup U17,2019,Angola U17,2,2,3,2,,,0,1,4,4,6,2,3,2,,,0,1,4,4,6,2020-12-15
football,World,World Cup U17,2019,New Zealand U17,5,5,3,1,,,0,2,2,5,3,5,3,1,,,0,2,2,5,3,2020-12-15
football,World,World Cup U17,2019,Canada U17,4,4,3,0,,,0,3,2,7,0,4,3,0,,,0,3,2,7,0,2020-12-15
