sport,country,league,season,match_time,home_team,away_team,scraped_date
football,United Arab Emirates,Division 1,2020/2021,09.01. 04:50,Dibba Al Hisn,Emirates Club,2020-12-15
football,Ukraine,Persha Liga,2020/2021,05.04. 07:30,Zhytomyr,Metalist 1925,2020-12-15
football,Ukraine,Youth League,2020/2021,07.05. 05:00,Vorskla Poltava U21,Desna U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,18.12. 09:00,Al Nasr,Al Ain,2020-12-15
football,Ukraine,Premier League,2020/2021,20.03. 08:00,Inhulets,Oleksandriya,2020-12-15
football,Ukraine,Druha Liga,2020/2021,03.04. 07:00,Rubikon Kyiv,Karpaty Halych,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,09.01. 04:50,Masafi,Al Urooba,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Alliance,Metalist 1925,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Dnipro-1 U21,Rukh Lviv U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,25.12. 06:00,Al Wahda,Al Fujairah,2020-12-15
football,Ukraine,Premier League,2020/2021,20.03. 08:00,Kolos Kovalivka,FK Zorya Luhansk,2020-12-15
football,Ukraine,Druha Liga,2020/2021,03.04. 07:00,Tavriya,Nova Kakhovka,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,22.01. 05:05,Al Urooba,Masfut,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Ch. Odessa,Zhytomyr,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Kolos Kovalivka U21,Dynamo Kiev U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,25.12. 06:00,Hatta,Al Sharjah,2020-12-15
football,Ukraine,Premier League,2020/2021,20.03. 08:00,Lviv,Shakhtar Donetsk,2020-12-15
football,Ukraine,Druha Liga,2020/2021,03.04. 07:00,Volyn Lutsk 2,Podillya Khmelnytskyi,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,22.01. 05:05,Dibba Al Fujairah,Al Bataeh,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Hirnyk-Sport,Mykolaiv,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Lviv U21,Olimpik Donetsk U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,25.12. 09:00,Khorfakkan,Al Wasl,2020-12-15
football,Ukraine,Premier League,2020/2021,20.03. 08:00,Mariupol,Minaj,2020-12-15
football,Ukraine,Druha Liga,2020/2021,09.04. 07:00,Balkany,Tavriya,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,22.01. 05:05,Emirates Club,Al-Taawon,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Kramatorsk,Ahrobiznes Volochysk,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Mariupol U21,Desna U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,26.12. 06:00,Al Ain,Ittihad Kalba,2020-12-15
football,Ukraine,Premier League,2020/2021,20.03. 08:00,Vorskla Poltava,Olimpik Donetsk,2020-12-15
football,Ukraine,Druha Liga,2020/2021,09.04. 07:00,Chaika,Rubikon Kyiv,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,23.01. 05:10,Al Arabi,Al Thaid,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Obolon,Nyva Ternopil,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Minaj U21,Vorskla Poltava U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,26.12. 06:00,Al Dhafra,Al Nasr,2020-12-15
football,Ukraine,Premier League,2020/2021,03.04. 07:00,Desna,Olimpik Donetsk,2020-12-15
football,Ukraine,Druha Liga,2020/2021,09.04. 07:00,Cherkashchyna,Real Pharma,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,23.01. 05:10,Al Hamriyah,Masafi,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Prykarpattya,Kremin,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Shakhtar Donetsk U21,Inhulets U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,26.12. 09:00,Al Jazira,Ajman,2020-12-15
football,Ukraine,Premier League,2020/2021,03.04. 07:00,Dnipro-1,Lviv,2020-12-15
football,Ukraine,Druha Liga,2020/2021,09.04. 07:00,Chernihiv,Karpaty,2020-12-15
football,United Arab Emirates,Division 1,2020/2021,29.01. 05:10,Al Bataeh,Al Arabi,2020-12-15
football,Ukraine,Persha Liga,2020/2021,10.04. 07:30,Veres-Rivne,VPK-Agro,2020-12-15
football,Ukraine,Youth League,2020/2021,14.05. 05:00,Zorya U21,Oleksandriya U21,2020-12-15
football,United Arab Emirates,UAE League,2020/2021,26.12. 09:00,Shabab Al-Ahli Dubai,Bani Yas,2020-12-15
football,Ukraine,Premier League,2020/2021,03.04. 07:00,Mariupol,Inhulets,2020-12-15
